Protocol Type,syn_flag_number,syn_count,Srate,Weight,Min,Max,DHCP,psh_flag_number,HTTP,Predicted Attack Category
6.0,0.0,0.0,2.0385373,38.5,67.9,90.0,0.0,0.5,0.0,Normal
1.16,0.0,0.0,162.47728,141.5,42.0,58.38,0.0,0.0,0.0,Normal
6.0,0.65,1.87,7.973819,141.5,54.0,55.1,0.0,0.0,0.0,Normal
6.0,0.0,0.0,10.756276,141.5,54.0,54.0,0.0,0.0,0.0,Normal
7.1,0.0,0.0,32.687817,38.5,54.0,105.2,0.0,0.0,0.0,Recon-Scan
1.0,0.0,0.0,149.07707,141.5,42.0,42.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,0.0,141.5,42.0,42.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,18511.371,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.0,0.0,0.0,11.128427,141.5,54.0,54.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,87381.336,141.5,42.0,42.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,21870.418,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.0,0.0,0.0,0.60459656,141.5,54.0,54.0,0.0,0.0,0.0,Normal
1.16,0.0,0.0,154.6902,141.5,42.0,50.72,0.0,0.0,0.0,Normal
1.0,0.0,0.0,4.003297,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,0.83,1.52,5.868161,141.5,55.84,56.47,0.0,0.0,0.0,Normal
1.0,0.0,0.0,31.908466,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,0.0,0.0,2.0007741,141.5,54.0,54.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,31.821316,141.5,42.0,42.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,25800.178,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
1.0,0.0,0.0,182361.05,141.5,42.0,42.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,13659.214,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
2.18,0.0,0.0,1229.1738,141.5,42.0,283.5,0.0,0.0,0.0,Normal
6.0,1.0,1.0,5.8435564,141.5,54.0,54.0,0.0,0.0,0.0,DDoS-SYN
1.0,0.0,0.0,56.041817,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,0.49,1.93,10.177676,141.5,63.44,77.3,0.0,0.05,0.0,Normal
6.0,0.0,0.0,230.48067,141.5,123.75,842.0,0.0,0.61,0.0,Normal
1.0,0.0,0.0,457.86847,141.5,42.0,42.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,28327.553,141.5,50.0,50.0,0.0,0.0,0.0,DoS-UDP
6.0,0.0,0.0,0.0,141.5,54.0,54.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,19033.016,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.0,0.0,0.0,6.827178,141.5,54.0,54.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,593.91016,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,1.0,1.0,99.00516,141.5,54.0,54.0,0.0,0.0,0.0,DDoS-SYN
6.0,0.7,1.28,38.79499,141.5,55.12,55.6,0.0,0.0,0.0,DDoS-SYN
1.0,0.0,0.0,322.78775,141.5,42.0,42.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,5.7464604,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,0.32,1.68,7.295336,141.5,54.44,55.62,0.0,0.0,0.0,Normal
17.0,0.0,0.0,22061.299,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
17.0,0.0,0.0,18537.688,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.22,0.85,1.17,53.701935,141.5,57.47,67.56,0.0,0.0,0.0,Normal
1.0,0.0,0.0,30727.502,141.5,42.0,42.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,43.545288,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,0.0,0.0,13.7074585,141.5,54.0,54.0,0.0,0.0,0.0,Normal
6.0,0.82,0.95,33.74364,141.5,54.0,54.0,0.0,0.0,0.0,DDoS-SYN
17.0,0.0,0.0,25409.912,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
1.16,0.0,0.0,159.03067,141.5,42.0,63.84,0.0,0.0,0.0,Normal
1.0,0.0,0.0,157.7708,141.5,42.0,42.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,166.84676,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,1.0,1.0,68759.08,141.5,54.0,54.0,0.0,0.0,0.0,DDoS-SYN
17.0,0.0,0.0,43996.64,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
17.0,0.0,0.0,24069.33,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
17.0,0.0,0.0,19418.137,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
1.05,0.0,0.0,1.4635128,141.5,42.0,44.28,0.0,0.0,0.0,Normal
6.0,0.0,0.0,2.0372045,244.6,66.0,930.0,0.0,0.5,0.0,Normal
6.0,1.0,2.0,0.6142567,141.5,54.0,54.0,0.0,0.0,0.0,DDoS-SYN
17.0,0.0,0.0,35539.598,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
1.0,0.0,0.0,71089.9,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,0.0,0.0,122.92527,141.5,54.0,54.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,2.666777,141.5,42.0,42.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,16265.636,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
17.0,0.0,0.0,21079.893,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
17.0,0.0,0.0,16096.676,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
1.0,0.0,0.0,3.9946866,141.5,42.0,42.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,17576.783,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.0,0.0,0.0,77.10047,141.5,54.0,54.0,0.0,0.0,0.0,Normal
6.0,0.05,2.27,10.584212,141.5,57.9,74.94,0.0,0.11,0.0,Normal
6.0,0.77,1.59,6.2275505,141.5,54.97,56.62,0.0,0.0,0.0,Normal
6.0,0.01,0.02,26.719822,141.5,233.0,1269.0,0.0,0.47,0.0,Normal
1.0,0.0,0.0,30.686438,141.5,42.0,42.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,170769.98,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.0,0.71,0.88,17.556757,141.5,56.0,56.4,0.0,0.0,0.0,DDoS-SYN
17.0,0.0,0.0,21183.885,141.5,50.0,55.4,0.0,0.0,0.0,DDoS-UDP
17.0,0.0,0.0,31781.105,141.5,50.0,50.0,0.0,0.0,0.0,DoS-UDP
6.0,0.0,0.0,252.92384,141.5,54.0,54.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,31761.582,141.5,50.0,50.0,0.0,0.0,0.0,DoS-UDP
17.0,0.0,0.0,24829.87,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
1.32,0.0,0.0,164.51973,141.5,42.0,61.47,0.0,0.0,0.0,Normal
17.0,0.0,0.0,19212.04,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
17.0,0.0,0.0,25915.7,141.5,50.0,50.0,0.0,0.0,0.0,DoS-UDP
1.0,0.0,0.0,133152.52,141.5,42.0,42.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,18530.662,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
1.0,0.0,0.0,3.062774,141.5,42.0,42.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,95325.09,141.5,42.0,42.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,240.18694,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,0.0,0.0,85.542595,141.5,155.8,978.0,0.0,0.67,0.0,Normal
15.72,0.0,0.0,24659.328,141.5,50.0,55.6,0.0,0.0,0.0,DDoS-UDP
6.0,1.0,1.0,0.0,141.5,54.0,54.0,0.0,0.0,0.0,DDoS-SYN
17.0,0.0,0.0,25870.53,141.5,50.0,50.0,0.0,0.0,0.0,DoS-UDP
6.0,0.0,0.0,0.6523163,141.5,54.0,54.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,163.91763,141.5,42.0,42.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,31732.725,141.5,50.0,50.0,0.0,0.0,0.0,DoS-UDP
17.0,0.0,0.0,14503.356,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
17.0,0.0,0.0,24085.297,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
1.0,0.0,0.0,2.6658874,141.5,42.0,42.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,22824.969,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
17.0,0.0,0.0,19251.158,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
1.0,0.0,0.0,0.0,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,1.0,2.0,0.7476284,141.5,54.0,54.0,0.0,0.0,0.0,DDoS-SYN
6.0,0.0,0.0,92.91328,141.5,54.0,54.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,0.0,141.5,42.0,42.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,31.463022,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.33,0.97,0.97,75.2164,141.5,58.0,84.2,0.0,0.0,0.0,Normal
6.0,1.0,1.0,0.0,141.5,54.0,54.0,0.0,0.0,0.0,DDoS-SYN
14.8,0.0,0.0,294727.75,141.5,50.0,497.8,0.0,0.0,0.0,DoS-UDP
14.44,0.0,0.0,3533.1504,141.5,51.2,58.4,0.0,0.0,0.0,DoS-UDP
1.16,0.0,0.0,169.81166,141.5,42.0,74.75,0.0,0.0,0.0,Normal
17.0,0.0,0.0,8418.961,141.5,50.0,50.0,0.0,0.0,0.0,DoS-UDP
17.0,0.0,0.0,27998.836,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.0,0.0,0.0,82.73494,141.5,70.4,503.0,0.0,0.2,0.0,Normal
1.0,0.0,0.0,158.93776,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,0.0,0.0,7.417985,141.5,54.0,54.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,561.6581,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,0.65,1.83,6.626991,141.5,54.4,55.88,0.0,0.0,0.0,Normal
17.0,0.0,0.0,17561.29,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
17.0,0.0,0.0,32272.459,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
17.0,0.0,0.0,15898.639,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.0,1.0,1.0,21290.883,141.5,54.0,54.0,0.0,0.0,0.0,DDoS-SYN
6.0,1.0,2.0,0.51292926,141.5,54.0,54.0,0.0,0.0,0.0,Normal
6.0,1.0,1.0,2.9944794,141.5,54.0,54.0,0.0,0.0,0.0,DDoS-SYN
17.0,0.0,0.0,171713.73,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
1.0,0.0,0.0,35.62329,141.5,42.0,42.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,18135.758,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
17.0,0.0,0.0,13859.205,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.22,0.0,0.0,146.33034,141.5,54.0,94.2,0.0,0.0,0.0,Normal
6.0,1.0,2.0,0.62165046,141.5,54.0,54.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,154.94914,141.5,42.0,42.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,20812.014,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
17.0,0.0,0.0,26525.55,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
17.0,0.0,0.0,16540.594,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
1.0,0.0,0.0,2861.926,141.5,42.0,42.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,23256.676,141.5,50.5,60.0,0.0,0.0,0.0,DoS-UDP
17.0,0.0,0.0,21522.875,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
2.66,0.0,0.0,109.469765,141.5,262.8,768.0,0.0,0.02,0.0,Normal
6.0,0.0,0.0,57.67976,141.5,54.0,54.0,0.0,0.0,0.0,Normal
6.0,1.0,1.0,9.037296,141.5,54.0,54.0,0.0,0.0,0.0,DDoS-SYN
1.0,0.0,0.0,71697.51,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,0.0,0.0,0.70474494,141.5,54.0,54.0,0.0,0.0,0.0,Normal
6.0,0.65,1.38,145.01367,141.5,54.8,55.03,0.0,0.0,0.0,DDoS-SYN
17.0,0.0,0.0,23973.512,141.5,50.0,100.94,0.0,0.0,0.0,DoS-UDP
6.0,0.55,1.27,10.991177,141.5,54.0,54.0,0.0,0.0,0.0,DDoS-SYN
17.0,0.0,0.0,101915.89,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
1.0,0.0,0.0,99864.38,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,0.0,0.0,1121.5919,141.5,54.0,54.12,0.0,0.0,0.0,Normal
17.0,0.0,0.0,21244.535,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
1.0,0.0,0.0,2.6665814,141.5,42.0,42.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,148.39365,141.5,42.0,42.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,45308.28,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
1.238,0.0,0.0,840.44904,134.9,111.1,111.1,0.0,0.0,0.0,Normal
17.0,0.0,0.0,318345.84,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
1.0,0.0,0.0,50.38657,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,0.25,0.65,171.5202,141.5,54.0,54.0,0.0,0.0,0.0,DDoS-SYN
1.0,0.0,0.0,3.994463,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,0.0,0.0,99.60115,141.5,54.0,54.0,0.0,0.0,0.0,Normal
15.9,0.0,0.2,61.188198,38.5,130.8,486.0,0.0,0.0,0.0,Recon-Scan
1.0,0.0,0.0,154.2169,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,1.0,2.0,0.14129959,141.5,54.0,54.0,0.0,0.0,0.0,Normal
6.0,1.0,1.0,1.5813661,141.5,54.0,54.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,4.0031705,141.5,42.0,42.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,9.642256,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,1.0,2.0,0.1301863,141.5,54.0,54.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,8247.944,141.5,50.0,50.0,0.0,0.0,0.0,DoS-UDP
1.0,0.0,0.0,2.9985173,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,0.22,1.4,9.877503,141.5,58.88,77.5,0.0,0.13,0.0,Normal
1.0,0.0,0.0,64527.754,141.5,42.0,42.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,10136.708,141.5,50.0,50.0,0.0,0.0,0.0,DoS-UDP
1.0,0.0,0.0,21.36297,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,0.0,0.0,17.88751,141.5,54.0,54.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,4.029776,141.5,42.0,42.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,19150.404,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.0,0.0,0.0,56.921745,141.5,54.0,54.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,0.0,141.5,42.0,42.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,22287.03,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.0,0.41,1.86,7.0338683,141.5,54.03,55.3,0.0,0.0,0.0,Normal
6.0,1.0,1.0,23563.506,141.5,54.0,54.0,0.0,0.0,0.0,DDoS-SYN
6.0,0.0,0.0,2.6672168,141.5,54.0,54.0,0.0,0.0,0.0,Normal
7.1,0.0,0.0,1.8393937,244.6,66.0,226.5,0.0,0.4,0.0,Normal
1.0,0.0,0.0,167772.16,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,0.57,1.44,56.193123,141.5,54.0,54.7,0.0,0.0,0.0,DDoS-SYN
6.0,0.94,0.95,3700.964,141.5,54.0,54.56,0.0,0.0,0.0,DDoS-SYN
6.0,0.92,1.72,5.8390007,141.5,55.4,57.56,0.0,0.0,0.0,DDoS-SYN
17.0,0.0,0.0,113411.73,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
7.1,0.0,0.1,1.2277937,38.5,102.0,258.5,0.0,0.5,0.0,Normal
17.0,0.0,0.0,18849.863,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.0,0.94,2.12,0.5645242,141.5,54.0,54.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,24023.605,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.0,0.22,2.0,41.92644,141.5,54.9,57.03,0.0,0.0,0.0,DDoS-SYN
17.0,0.0,0.0,29293.754,141.5,50.0,58.5,0.0,0.0,0.0,DoS-UDP
1.0,0.0,0.0,529.02356,141.5,42.0,42.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,29019.826,141.5,50.0,50.0,0.0,0.0,0.0,DoS-UDP
1.0,0.0,0.0,51.63682,141.5,42.0,42.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,18376.904,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.0,1.0,2.0,0.44086722,141.5,54.0,54.0,0.0,0.0,0.0,Normal
6.0,1.0,2.0,0.64451104,141.5,54.0,54.0,0.0,0.0,0.0,DDoS-SYN
1.0,0.0,0.0,145.01997,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,0.16,1.74,9.90535,141.5,60.53,76.0,0.0,0.26,0.0,Normal
17.0,0.0,0.0,15439.349,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.0,1.0,1.0,0.0,141.5,54.0,54.0,0.0,0.0,0.0,DDoS-SYN
6.0,1.0,1.0,56.372932,141.5,58.0,58.0,0.0,0.0,0.0,DDoS-SYN
17.0,0.0,0.0,14819.763,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.0,0.0,0.0,0.11251283,141.5,54.0,54.0,0.0,0.0,0.0,Normal
6.0,0.0,0.0,253.85194,141.5,54.0,54.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,34.018856,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,0.0,0.0,0.7274754,141.5,54.0,54.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,19736.4,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.0,1.0,1.0,4.7196302,141.5,54.0,54.0,0.0,0.0,0.0,DDoS-SYN
1.16,0.0,0.0,174.41655,141.5,42.0,68.9,0.0,0.0,0.0,Normal
17.0,0.0,0.0,26004.32,141.5,50.0,50.0,0.0,0.0,0.0,DoS-UDP
17.0,0.0,0.0,22288.66,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
1.0,0.0,0.0,4.8999777,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,0.0,0.0,6.8212876,141.5,54.0,54.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,30457.422,141.5,50.0,58.7,0.0,0.0,0.0,DoS-UDP
6.0,0.86,1.0,55.955864,141.5,54.4,55.97,0.0,0.0,0.0,Normal
1.0,0.0,0.0,135.6853,141.5,42.0,42.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,26049.32,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.0,0.0,0.0,4879.935,141.5,54.0,54.0,0.0,0.0,0.0,Normal
6.0,0.93,1.81,8.656846,141.5,56.4,56.97,0.0,0.0,0.0,DDoS-SYN
1.0,0.0,0.0,91180.52,141.5,42.0,42.0,0.0,0.0,0.0,Normal
16.05,0.0,0.0,8365.714,141.5,50.0,51.2,0.0,0.0,0.0,DoS-UDP
6.0,0.24,0.59,43.38361,141.5,54.0,54.4,0.0,0.0,0.0,DDoS-SYN
17.0,0.0,0.0,21533.055,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
1.0,0.0,0.0,0.3997818,141.5,42.0,42.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,16993.555,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.0,0.1,1.91,10.0191145,141.5,60.6,75.94,0.0,0.26,0.0,Normal
1.16,0.0,0.0,169.29102,141.5,42.0,52.2,0.0,0.0,0.0,Normal
17.0,0.0,0.0,12157.721,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
17.0,0.0,0.0,638877.8,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
1.0,0.0,0.0,190.57942,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,0.24,2.03,10.360224,141.5,63.0,77.3,0.0,0.23,0.0,Normal
6.0,0.0,0.0,40920.04,141.5,54.0,54.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,307.37488,141.5,42.0,42.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,23420.375,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.0,0.0,0.0,24966.096,141.5,54.0,54.0,0.0,0.0,0.0,Normal
6.11,0.0,0.0,88.44585,141.5,54.0,60.25,0.0,0.0,0.0,Normal
6.0,0.99,0.99,99.22063,141.5,54.0,54.0,0.0,0.0,0.0,DDoS-SYN
6.0,0.0,1.0,33.70096,244.6,66.0,111.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,53.8493,141.5,42.0,42.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,24788.578,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.0,0.0,0.0,1.733357,244.6,54.0,246.0,0.0,0.4,0.0,Normal
6.0,0.21,1.72,6.664739,141.5,54.1,54.8,0.0,0.0,0.0,DDoS-SYN
1.0,0.0,0.0,60349.7,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,0.81,1.19,17.558733,141.5,54.0,54.0,0.0,0.0,0.0,DDoS-SYN
6.0,0.5,2.0,6.0416894,141.5,54.0,54.0,0.0,0.0,0.0,Normal
1.32,0.0,0.0,145.74995,141.5,42.0,66.06,0.0,0.0,0.0,Normal
17.0,0.0,0.0,22464.443,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
17.0,0.0,0.0,24409.959,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
17.0,0.0,0.0,24126.773,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
1.0,0.0,0.0,71089.9,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,0.0,0.0,1.7205838,38.5,70.4,110.0,0.0,0.5,0.0,Normal
1.0,0.0,0.0,37117.734,141.5,42.0,42.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,60787.016,141.5,42.0,42.0,0.0,0.0,0.0,Normal
1.16,0.0,0.0,165.21445,141.5,42.0,49.66,0.0,0.0,0.0,Normal
6.0,0.31,1.36,13.451473,141.5,349.0,1233.0,0.0,0.31,0.0,Normal
1.0,0.0,0.0,198.8707,141.5,42.0,42.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,18162.107,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
17.0,0.0,0.0,44526.773,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.0,0.22,1.71,43.1332,141.5,54.0,54.25,0.0,0.0,0.0,DDoS-SYN
17.0,0.0,0.0,19963.219,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
17.0,0.0,0.0,28331.006,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.0,0.0,0.0,0.4341996,38.5,66.4,68.0,0.0,0.8,0.0,Normal
17.0,0.0,0.0,26070.521,141.5,50.47,59.6,0.0,0.0,0.0,DoS-UDP
6.0,1.0,2.0,0.72493595,141.5,54.0,54.0,0.0,0.0,0.0,DDoS-SYN
17.0,0.0,0.0,23697.709,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
1.05,0.0,0.0,910.9496,141.5,42.0,42.97,0.0,0.0,0.0,Normal
6.0,1.0,2.0,0.5692684,141.5,54.0,54.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,20429.703,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
1.0,0.0,0.0,155344.6,141.5,42.0,42.0,0.0,0.0,0.0,Normal
6.0,0.0,0.0,79891.51,141.5,54.0,54.0,0.0,0.0,0.0,Normal
6.0,0.0,0.0,57.833855,141.5,54.0,54.0,0.0,0.0,0.0,Normal
6.0,0.0,0.0,146.5462,141.5,823.0,1494.0,0.0,0.0,0.0,Normal
6.0,1.0,1.0,8924.051,141.5,54.0,54.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,71697.51,141.5,42.0,42.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,21010.72,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
17.0,0.0,0.0,17705.85,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.0,0.0,0.0,97.665794,141.5,54.0,54.0,0.0,0.0,0.0,Normal
6.0,0.0,0.0,0.6407391,141.5,54.0,54.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,22654.707,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
17.0,0.0,0.0,18756.637,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
17.0,0.0,0.0,26601.334,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
15.24,0.0,0.0,13170.913,141.5,50.0,55.2,0.0,0.0,0.0,DDoS-UDP
6.0,0.98,1.47,3.036799,141.5,58.53,89.06,0.0,0.02,0.0,DDoS-SYN
6.0,0.0,0.0,0.6372733,141.5,54.0,54.0,0.0,0.0,0.0,Normal
7.1,0.0,0.0,67.7489,38.5,54.0,57.2,0.0,0.0,0.0,Recon-Scan
7.1,0.0,0.0,1.2985153,38.5,93.0,246.0,0.0,0.5,0.0,Normal
1.0,0.0,0.0,181.40306,141.5,42.0,42.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,99864.38,141.5,42.0,42.0,0.0,0.0,0.0,Normal
17.0,0.0,0.0,20735.521,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
6.0,0.44,2.07,6.529317,141.5,64.4,78.94,0.0,0.26,0.0,Normal
6.0,0.0,0.0,7.0717554,244.6,54.0,58.0,0.0,0.0,0.0,Recon-Scan
17.0,0.0,0.0,17826.145,141.5,50.0,50.0,0.0,0.0,0.0,DDoS-UDP
17.0,0.0,0.0,27769.277,141.5,50.0,50.0,0.0,0.0,0.0,DoS-UDP
6.0,0.55,1.4,46.124638,141.5,54.0,54.0,0.0,0.0,0.0,DDoS-SYN
6.0,0.0,0.0,5.3827767,141.5,54.0,54.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,46603.38,141.5,42.0,42.0,0.0,0.0,0.0,Normal
1.0,0.0,0.0,2.9975376,141.5,42.0,42.0,0.0,0.0,0.0,Normal
